n,x
301.0,0.9142055170200502
302.0,0.3058917797135965
303.0,0.8280557953872557
304.0,0.5552796409400566
305.0,0.9630822290603999
306.0,0.13866391160096028
307.0,0.46580130175987733
308.0,0.970438751250856
309.0,0.11188078715398744
310.0,0.38751755881718725
311.0,0.9256560316596647
312.0,0.2683860765758114
313.0,0.7657844628566111
314.0,0.6994986152856886
315.0,0.819781179746462
316.0,0.5761859886118477
317.0,0.9523632110430181
318.0,0.17693334864991436
319.0,0.5679489612632246
320.0,0.9569934607866704
321.0,0.16051220951306572
322.0,0.5255173564301676
323.0,0.9724605716311815
324.0,0.10444593219035517
325.0,0.3647942198130473
326.0,0.903705648315746
327.0,0.3393848231200567
328.0,0.8743907833277156
329.0,0.42834301130111213
330.0,0.954974576285369
331.0,0.167692726242401
332.0,0.5443303156503894
333.0,0.9673358101459136
334.0,0.12322923816552402
335.0,0.4213707928040074
336.0,0.9508880463253457
337.0,0.18212988175556022
338.0,0.5809384929163369
339.0,0.949450945421285
340.0,0.18717600587366087
341.0,0.5933504799254921
342.0,0.9410141828009531
343.0,0.21647531321678948
344.0,0.6614936327394813
345.0,0.8732872456799616
346.0,0.4315608656294051
347.0,0.9567327310577542
348.0,0.161441328284048
349.0,0.527974300643128
350.0,0.9719480101637586
351.0,0.10633379523962819
352.0,0.3706049849953036
353.0,0.9097020273585441
354.0,0.32036257023536524
355.0,0.8491485359274681
356.0,0.49957166945285153
357.0,0.9749992844784752
358.0,0.09506515100525281
359.0,0.335508295471445
360.0,0.8694756686510332
361.0,0.4426021480720005
362.0,0.9621513977168007
363.0,0.14202273379478927
364.0,0.4752238798329504
365.0,0.9726059610909248
366.0,0.10391006161116081
367.0,0.36313976675778975
368.0,0.9019501785718624
369.0,0.3449006103895868
370.0,0.8811822994356612
371.0,0.4083302129280736
372.0,0.9422269355389319
373.0,0.21229781618699697
374.0,0.6521870683739932
375.0,0.884672475256945
376.0,0.3979056384408105
377.0,0.9343492912175038
378.0,0.23922870355352321
379.0,0.7097934907035325
380.0,0.8033480959078646
381.0,0.6161217375653846
382.0,0.9224113940527041
383.0,0.2791175952803594
384.0,0.7847227568125485
385.0,0.6588385118369431
386.0,0.8766042759139585
387.0,0.4218599555169597
388.0,0.951187120447935
389.0,0.18107771113341245
390.0,0.5783254372899779
391.0,0.9510739909060016
392.0,0.18147579343971615
393.0,0.5793150863570523
394.0,0.9504655565970761
395.0,0.18361505104677708
396.0,0.5846121998958794
397.0,0.9470790249522408
398.0,0.19546934724623913
399.0,0.6133182179801365
400.0,0.9249200277478444
401.0,0.27082758307320737
402.0,0.770172012947736
403.0,0.6903276253370967
404.0,0.8337240406308127
405.0,0.5406502323496702
406.0,0.9685554785786796
407.0,0.11877747762622752
408.0,0.40821061489641636
409.0,0.9421413642509934
410.0,0.21259295467125455
411.0,0.6528490421520617
412.0,0.8838849642214692
413.0,0.400266103554257
414.0,0.9362072846090244
415.0,0.23292049893068434
416.0,0.6968073064234052
417.0,0.8239408481396193
418.0,0.565743074935678
419.0,0.9581436075822071
420.0,0.15640729584308655
421.0,0.5145818092355451
422.0,0.9741707462737308
423.0,0.09813220317503153
424.0,0.3451588681126789
425.0,0.8814944731158275
426.0,0.4074016712301009
427.0,0.9415596430851845
428.0,0.21459781823408955
429.0,0.657327819108707
430.0,0.878467033604542
431.0,0.41637454745085595
432.0,0.9477264563752081
433.0,0.19320997902062548
434.0,0.6079315438071523
435.0,0.9295680492204785
436.0,0.2553380352467589
437.0,0.7415480397120269
438.0,0.7474527235939806
439.0,0.736191883385092
440.0,0.7574322374697121
441.0,0.7165417081342172
442.0,0.7921277856894303
443.0,0.642179291629942
444.0,0.8961616912232707
445.0,0.36291806618775985
446.0,0.9017133193469568
447.0,0.34564299533107473
448.0,0.8820782689275859
449.0,0.4056631660118674
450.0,0.9402921908370724
451.0,0.218956868082775
452.0,0.6669575562084133
453.0,0.8662881802571666
454.0,0.4517485791151844
455.0,0.9659200214921259
456.0,0.12838228093383022
457.0,0.4364110564166235
458.0,0.9592301403904057
459.0,0.1525199448123324
460.0,0.5041046838624242
461.0,0.9749342911245192
462.0,0.09530593454479659
463.0,0.3362685822028242
464.0,0.8704488890218939
465.0,0.4397937204275338
466.0,0.960863295210164
467.0,0.146659590199314
468.0,0.4880871637273448
469.0,0.9744465288945697
470.0,0.09711191575758742
471.0,0.3419566471443668
472.0,0.8775869646107842
473.0,0.41896952820845607
474.0,0.9493928443008353
475.0,0.18737967881570042
476.0,0.593847285652239
477.0,0.9406514792052576
478.0,0.21772246810945187
479.0,0.6642456404601442
480.0,0.8697911414003644
481.0,0.44169259579308123
482.0,0.9617409617971387
483.0,0.14350160837474768
484.0,0.4793446973975721
485.0,0.9733360980501682
486.0,0.10121645930230211
487.0,0.3547895819075693
488.0,0.8927643444619439
489.0,0.37337106190558006
490.0,0.9124639369446101
491.0,0.3115066528085954
492.0,0.8364340064518643
493.0,0.533567421280713
494.0,0.9706055900913961
495.0,0.11126847644144247
496.0,0.3856624301081863
497.0,0.9240149884338149
498.0,0.27382402937554007
499.0,0.7754932782171254
500.0,0.6790034692630079
501.0,0.8500352561680488
502.0,0.49715374581353705
503.0,0.9749684054647135
504.0,0.0951795538601992
505.0,0.3358695849099733
506.0,0.8699387066852646
507.0,0.44126687785453156
508.0,0.9615466394158774
509.0,0.1442013286112493
510.0,0.4812884912081991
511.0,0.9736345298110638
512.0,0.10011429546554482
513.0,0.3513565509050314
514.0,0.8888299876604908
515.0,0.38536383871417595
516.0,0.9237483470500369
517.0,0.27470561965220963
518.0,0.7770455245164501
519.0,0.6756585316470796
520.0,0.8546619130124086
521.0,0.4844382170876771
522.0,0.9740555405590999
523.0,0.09855824341435628
524.0,0.3464936126707878
525.0,0.8830995772916221
526.0,0.40261538412802367
527.0,0.9380133227067237
528.0,0.22676288361252067
529.0,0.6838317650901948
530.0,0.8432029403609113
531.0,0.5156257927377367
532.0,0.9740477549451375
533.0,0.09858703152275193
534.0,0.346583752079307
535.0,0.8832074740083522
536.0,0.40229292427013846
537.0,0.9377679766740444
538.0,0.22760087453498182
539.0,0.6856149941389837
540.0,0.8406335884080616
541.0,0.5224781579481644
542.0,0.9730294564195037
543.0,0.10234822010192862
544.0,0.35830494158119364
545.0,0.8966977906367951
546.0,0.3612603653251533
547.0,0.8999301237041313
548.0,0.35121799500059314
549.0,0.8886692684545902
550.0,0.38585117905999755
551.0,0.9241831820442283
552.0,0.2732676494762489
553.0,0.7745105207813018
554.0,0.6811114985234761
555.0,0.8470746379000657
556.0,0.5052028633334994
557.0,0.9748944278312184
558.0,0.0954536014179529
559.0,0.3367346244377523
560.0,0.871043226855821
561.0,0.43807500283723694
562.0,0.960044649432928
563.0,0.14959979005972407
564.0,0.49615680220786107
565.0,0.9749423963398489
566.0,0.09527590861995128
567.0,0.3361737984407165
568.0,0.8703278051623623
569.0,0.44014353522214694
570.0,0.9610270941347606
571.0,0.14607067204726842
572.0,0.48646272017821834
573.0,0.9742852940146045
574.0,0.09770849353777261
575.0,0.3438300209305715
576.0,0.8798826567860716
577.0,0.4121877515853074
578.0,0.9449271352105897
579.0,0.2029553929778608
580.0,0.6308815556123453
581.0,0.908193071761921
582.0,0.32517582304571213
583.0,0.8558023778937979
584.0,0.4812782047519643
585.0,0.9736330280924933
586.0,0.10011984332974826
587.0,0.3513738551753622
588.0,0.8888500493908065
589.0,0.38530299244619276
590.0,0.9236939261869873
591.0,0.2748854819577974
592.0,0.7773614696898445
593.0,0.6749753990128089
594.0,0.8555960779872024
595.0,0.48185057434846595
596.0,0.9737153335592257
597.0,0.09981575272839904
598.0,0.35042501611908233
599.0,0.8877465643683906
600.0,0.3886451470999871
601.0,0.9266403772689042
602.0,0.2651141550870035
603.0,0.7598316954520802
604.0,0.7117012111501401
605.0,0.8002121290704989
606.0,0.6235034424799366
607.0,0.9155129088128595
608.0,0.3016611881785175
609.0,0.821580691328446
610.0,0.571684849962403
611.0,0.9549590009148843
612.0,0.16774799919746824
613.0,0.5444735710545864
614.0,0.9672861957628454
615.0,0.12341008387300229
616.0,0.4219021367786972
617.0,0.9512128226650399
618.0,0.1809872557843242
619.0,0.5781003892091369
620.0,0.9512112839009873
621.0,0.18099267139364827
622.0,0.5781138647522126
623.0,0.9512030741205448
624.0,0.1810215650262635
625.0,0.5781857562846524
626.0,0.9511592513053679
627.0,0.18117578685016145
628.0,0.5785693723266065
629.0,0.950924729555592
630.0,0.18200086427334308
631.0,0.580618543740687
632.0,0.9496525365800106
633.0,0.18646912575393274
634.0,0.5916237244885373
635.0,0.9422598631323096
636.0,0.21218423250254412
637.0,0.6519321275214166
638.0,0.8849748516445824
639.0,0.3969980180448038
640.0,0.9336233076818754
641.0,0.2416862254366155
642.0,0.7147685760961862
643.0,0.7951103890143051
644.0,0.6353484473537195
645.0,0.9035551114158559
646.0,0.339858760995531
647.0,0.8749836559234427
648.0,0.4266103053821275
649.0,0.9539944156231922
650.0,0.17116737527352924
651.0,0.5532895091704502
652.0,0.9639248900282528
653.0,0.13561741600786695
654.0,0.4571787966845428
655.0,0.9678487437318034
656.0,0.12135845665543603
657.0,0.4158592684492221
658.0,0.9473893154469896
659.0,0.19438692165310884
660.0,0.6107425207390141
661.0,0.9271707669914392
662.0,0.26334802972898774
663.0,0.756583795370707
664.0,0.7182425482173364
665.0,0.789243741575654
666.0,0.6487184260413335
667.0,0.8887430360475749
668.0,0.3856275225056042
669.0,0.9239838519279963
670.0,0.2739270038867659
671.0,0.775674901670704
672.0,0.678613059496506
673.0,0.8505797624114607
674.0,0.49566593773134265
675.0,0.9749267420265806
676.0,0.09533389986126932
677.0,0.3363568548541921
678.0,0.8705615920824734
679.0,0.43946801524588003
680.0,0.9607099274047352
681.0,0.1472108148838223
682.0,0.48960518437374684
683.0,0.9745785964515753
684.0,0.09662310758120608
685.0,0.34041962238397133
686.0,0.8756830020117102
687.0,0.4245628997979304
688.0,0.9528060512611013
689.0,0.17537005177118273
690.0,0.5640000471805261
691.0,0.9590255764474727
692.0,0.15325252865155517
693.0,0.5060881453424918
694.0,0.974855444496526
695.0,0.09559799664482638
696.0,0.33719017676105634
697.0,0.8716225496819252
698.0,0.4363970542148296
699.0,0.9592231946210498
700.0,0.15254482433594604
701.0,0.5041721135266195
702.0,0.9749321145280119
703.0,0.09531399770081052
704.0,0.33629403421809156
705.0,0.8704813913929093
706.0,0.4396998006631385
707.0,0.9608191552437456
708.0,0.14681825402571863
709.0,0.4885243518111769
710.0,0.9744864070447208
711.0,0.09696433316618702
712.0,0.34149277991331245
713.0,0.8770142986035224
714.0,0.4206548527291267
715.0,0.9504469556577974
716.0,0.18368040654062714
717.0,0.5847734676954186
718.0,0.9469724907820859
719.0,0.19584081068782674
720.0,0.61420003147215
721.0,0.9241375759658639
722.0,0.2734185349498241
723.0,0.774777274813292
724.0,0.6805400520601044
725.0,0.8478806294483258
726.0,0.503018363853083
727.0,0.9749644689706366
728.0,0.0951941375402206
729.0,0.33591563350095727
730.0,0.8699976506153705
731.0,0.44109678030251426
732.0,0.9614686017661518
733.0,0.14448224537757196
734.0,0.48206779197808547
735.0,0.9737459000702892
736.0,0.09970280644970722
737.0,0.3500724116594618
738.0,0.8873347011921214
739.0,0.389890134084399
740.0,0.9277156879693886
741.0,0.26153123203300305
742.0,0.75321732214678
743.0,0.7249358522827739
744.0,0.7776750631955062
745.0,0.6742965811895494
746.0,0.8565207369639758
747.0,0.479282560047188
748.0,0.9733260719590264
749.0,0.1012534754549703
750.0,0.35490471573671406
751.0,0.8928946980897694
752.0,0.3729716492305009
753.0,0.9120688125930464
754.0,0.3127772453838115
755.0,0.8382957966003131
756.0,0.5286682206099825
757.0,0.9717947191955237
758.0,0.10689799746294593
759.0,0.37233618084529596
760.0,0.9114376021874566
761.0,0.31480448807432115
762.0,0.8412402272140844
763.0,0.5208649185904322
764.0,0.973302155171637
765.0,0.1013417726485463
766.0,0.3551793092834869
767.0,0.8932051734075289
768.0,0.3720197972616649
769.0,0.9111221640575131
770.0,0.31581640826060237
771.0,0.8426979776825021
772.0,0.5169765747600608
773.0,0.9738760040467227
774.0,0.09922197787597076
775.0,0.3485702102311694
776.0,0.8855691732052143
777.0,0.395212009428005
778.0,0.9321759604243457
779.0,0.2465733630020481
780.0,0.7245222646736424
781.0,0.7784000353966936
782.0,0.6727243391353671
783.0,0.8586485804139777
784.0,0.4733476634914503
785.0,0.9722296465386766
786.0,0.10529672762683057
787.0,0.3674163744338553
788.0,0.9064441707037718
789.0,0.3307322307936005
790.0,0.8632588470007674
791.0,0.460367739295125
792.0,0.9688742072545412
793.0,0.11761221330855959
794.0,0.4047403642979638
795.0,0.9396098470430698
796.0,0.22129841129279815
797.0,0.6720691553631186
798.0,0.8595296025132295
799.0,0.4708800131750488
800.0,0.9716929028325272
801.0,0.10727264112795387
802.0,0.37348436421420966
803.0,0.9125757962166974
804.0,0.31114672826701695
805.0,0.8359043228474174
806.0,0.53495631498043
807.0,0.9702344185676569
808.0,0.1126304072179168
809.0,0.3897847144925878
810.0,0.9276251042780264
811.0,0.2618334037457076
812.0,0.753779022471715
813.0,0.7238252102378729
814.0,0.7796188735216907
815.0,0.6700718137247968
816.0,0.8621947548877961
817.0,0.46337834217390034
818.0,0.9697695312944653
819.0,0.1143346911227757
820.0,0.39492285116167714
821.0,0.931939291888835
822.0,0.24737094767803017
823.0,0.7260963914993234
824.0,0.7756336448288402
825.0,0.6787017659696382
826.0,0.8504561474733974
827.0,0.49600390592260696
828.0,0.974937721805286
829.0,0.09529322558497842
830.0,0.33622846429609643
831.0,0.8703976479634216
832.0,0.4399417712943444
833.0,0.9609327357424827
834.0,0.1464099511717073
835.0,0.4873989017414617
836.0,0.9743807280584468
837.0,0.09735540690227806
838.0,0.3427215934317627
839.0,0.8785276610266894
840.0,0.4161955583668884
841.0,0.9476095806939933
842.0,0.1936180867566954
843.0,0.6089074806257514
844.0,0.9287427265886312
845.0,0.25810073014965024
846.0,0.7467904986588838
847.0,0.737468354109628
848.0,0.7550742451062109
849.0,0.7212548049856369
850.0,0.7840806139559944
851.0,0.6602629986201026
852.0,0.8748315079658426
853.0,0.42705522848060457
854.0,0.9542483352011344
855.0,0.17026795487129162
856.0,0.5509794358194338
857.0,0.9648642787817756
858.0,0.13221468901952846
859.0,0.44746246360529157
860.0,0.9642352483513413
861.0,0.13449397333385688
862.0,0.45398084343584183
863.0,0.9667407251935816
864.0,0.12539707223850136
865.0,0.4277233213988023
866.0,0.9546267187484787
867.0,0.16892673173996736
868.0,0.5475229150701197
869.0,0.9661921329186289
870.0,0.1273930912986397
871.0,0.433539957193263
872.0,0.957773944569494
873.0,0.15772776112581458
874.0,0.518113886534605
875.0,0.9737203597469848
876.0,0.09979718096863054
877.0,0.3503670441934453
878.0,0.8876789162927153
879.0,0.38884972566221265
880.0,0.926817904407075
881.0,0.2645232582624566
882.0,0.7587477459926141
883.0,0.7138934553805925
884.0,0.7965734000068669
885.0,0.6319724517926308
886.0,0.9070747606745827
887.0,0.3287315429647517
888.0,0.8606017509365846
889.0,0.46786887116373055
890.0,0.9709736031828575
891.0,0.10991707390932941
892.0,0.38155771201290767
893.0,0.9202885552238924
894.0,0.28609436835647123
895.0,0.7965530849296137
896.0,0.6320194444930443
897.0,0.9070263784754172
898.0,0.328885156178227
899.0,0.8608068698730159
900.0,0.4672917703445026
901.0,0.9708276696799327
902.0,0.11045309130868021
903.0,0.38318750312324257
904.0,0.9217838782363283
905.0,0.28118360423369637
906.0,0.7882656012809931
907.0,0.6509214781606193
908.0,0.8861685589762734
909.0,0.3934079918269348
910.0,0.9306887607951694
911.0,0.2515780461664133
912.0,0.7343174781286629
913.0,0.7608717458293519
914.0,0.7095891356889894
915.0,0.8036823373844554
916.0,0.6153304480467839
917.0,0.9231256622379794
918.0,0.27676222842711823
919.0,0.780643099638378
920.0,0.6678338574389174
921.0,0.8651440055589752
922.0,0.4550124352969537
923.0,0.967106864186148
924.0,0.12406359197771562
925.0,0.4238200867808798
926.0,0.9523668212055165
927.0,0.17692061038242335
928.0,0.567916861216903
929.0,0.9570104698535314
930.0,0.16045157873259225
931.0,0.5253567914977629
932.0,0.9724924291872621
933.0,0.10432852700680847
934.0,0.36443193329165263
935.0,0.9033230672269482
936.0,0.3405889634263218
937.0,0.8758936735321712
938.0,0.4239453901741091
939.0,0.9524412156645029
940.0,0.1766580908353044
941.0,0.567255038133146
942.0,0.9573593633982653
943.0,0.15920740957654056
944.0,0.5220556002186261
945.0,0.973102846946085
946.0,0.10207741522488632
947.0,0.3574647044509806
948.0,0.8957663891387393
949.0,0.36413896438952753
950.0,0.9030129381111146
951.0,0.34156422968868294
952.0,0.8771026160748524
953.0,0.42039510610305963
954.0,0.9502859373838618
955.0,0.18424604091791388
956.0,0.5861678055635544
957.0,0.9460429262090099
958.0,0.1990782611177247
959.0,0.6218398175654641
960.0,0.9171047295368963
961.0,0.29649221393201525
962.0,0.8134798659378587
963.0,0.5917484572411703
964.0,0.9421706603160741
965.0,0.21249191790702335
966.0,0.6526225006517509
967.0,0.8841548519497446
968.0,0.39945769392153213
969.0,0.9355758542848522
970.0,0.23506733313968256
971.0,0.7012616599180923
972.0,0.8170256025633552
973.0,0.5830295925454321
974.0,0.9481137383707842
975.0,0.19185690218510554
976.0,0.6046865419492575
977.0,0.9322588389453547
978.0,0.24629395499909434
979.0,0.7239696466469938
980.0,0.7793666297852008
981.0,0.6706217160335883
982.0,0.8614640970692388
983.0,0.4654404554666878
984.0,0.970341987738435
985.0,0.11223581682400546
986.0,0.38859185915882966
987.0,0.9265940820018244
988.0,0.2652682078839809
989.0,0.7601138445030077
990.0,0.711129072801674
991.0,0.8011556070098312
992.0,0.6212906714295063
993.0,0.9176254347943001
994.0,0.2947970852301999
995.0,0.8107778787029147
996.0,0.5983267294247739
997.0,0.9372942316944465
998.0,0.22921764421437868
999.0,0.6890399716012378
1000.0,0.8356291676343125
1001.0,0.5356769411490844
1002.0,0.9700359078939547
1003.0,0.1133583566321925
1004.0,0.3919821344939805
1005.0,0.9294953488529417
1006.0,0.2555816067233906
1007.0,0.7420126312095147
1008.0,0.746576556706685
1009.0,0.7378800065624324
1010.0,0.7543110996636427
1011.0,0.7227708718926882
1012.0,0.7814552406810689
1013.0,0.6660534952233302
1014.0,0.8674623232240503
1015.0,0.4483886199420561
1016.0,0.9646114352492062
1017.0,0.13313123551912334
1018.0,0.4500885076282727
1019.0,0.9652844874239853
1020.0,0.13069034847413707
1021.0,0.44308048703039815
1022.0,0.9623646592688829
1023.0,0.14125379525076218
1024.0,0.47307452625426993
1025.0,0.9721725735679151
1026.0,0.10550693700398207
1027.0,0.36806337066727735
1028.0,0.907111630777247
1029.0,0.328614468334973
1030.0,0.8604452981899945
1031.0,0.4683088293496312
1032.0,0.971083111840956
1033.0,0.10951473677914134
1034.0,0.3803329109086132
1035.0,0.919151172374737
1036.0,0.28981794931784577
1037.0,0.802711671727073
1038.0,0.617626010820783
1039.0,0.9210400741557173
1040.0,0.2836284982242975
1041.0,0.7924151555553759
1042.0,0.6415241695259488
1043.0,0.8968865468159629
1044.0,0.36067616893035187
1045.0,0.8992965933746969
1046.0,0.3531926990255116
1047.0,0.8909457038842852
1048.0,0.3789296807962411
1049.0,0.9178337134508098
1050.0,0.2941184528252357
1051.0,0.8096898752784087
1052.0,0.6009595064851702
1053.0,0.9352479943960563
1054.0,0.23618081515942105
1055.0,0.7035578070692045
1056.0,0.8134004548065884
1057.0,0.5919426042153918
1058.0,0.9420315743673581
1059.0,0.21297154032302767
1060.0,0.6536971870083121
1061.0,0.8828709813523545
1062.0,0.4032982653893114
1063.0,0.9385302206408075
1064.0,0.22499585778042633
1065.0,0.6800536148720984
1066.0,0.8485647135088114
1067.0,0.501160297936429
1068.0,0.974994749463925
1069.0,0.09508195312864237
1070.0,0.3355613637397516
1071.0,0.8695437461289919
1072.0,0.44240593681810964
1073.0,0.9620634031561814
1074.0,0.14233990470853972
1075.0,0.47610909932080386
1076.0,0.9727739769724733
1077.0,0.1032905901207622
